"Entrez id",SysID,"Chromosome location","Gene type","Gene symbol","Gene group","Gene description","Super go",Hpsd,"Flybase id","Gene name","Orthology determination","Wing phenotype overview","Neuronal phenotype overview","Inheritance pattern","Inheritance type","Main class ","Accompanying phenotype","Limited confidence criterion","Sysid yes no","Disease subtype","Disease type","Omim disease","Haploinsufficiency yes no","Clinical synopsis"
220296,SysID_0489,11q24.2,protein-coding,HEPACAM,"ID data freeze 650","hepatic and glial cell adhesion molecule","cell cycle",0,,,,,,"Mendelian autosomal",recessive,8b,"E, F, G, H, L2",0,1,"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A; MLC2A","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS",613925,0,"infantile-onset macrocephaly and later onset of motor deterioration, ataxia, spasticity, seizures, cognitive decline of variable severity; typical white matter abnormalities, including swelling of the cerebral white matter and subcortical cysts, 1 patient with normal intelligence"
8924,SysID_0490,15q13,protein-coding,HERC2,"ID data freeze 650","HECT and RLD domain containing E3 ubiquitin protein ligase 2","centrosome, DNA repair, metabolism, microtubule, mitochondria, protein transport, transporters, ubiquitination",0,FBgn0031107,"HECT and RLD domain containing protein 2 ortholog (H. sapiens)",ensembl,,,"Mendelian autosomal",recessive,5,"(E), P",0,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38; MRT38","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",615516,0,"mild/moderate/severe ID, hypotonia, unstable gait, very limited speech, behavioural anomalies, epilepsy in some"
8924,SysID_0490,15q13,protein-coding,HERC2,"ID data freeze 650","HECT and RLD domain containing E3 ubiquitin protein ligase 2","centrosome, DNA repair, metabolism, microtubule, mitochondria, protein transport, transporters, ubiquitination",0,FBgn0000247,claret,ensembl,,,"Mendelian autosomal",recessive,5,"(E), P",0,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38; MRT38","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",615516,0,"mild/moderate/severe ID, hypotonia, unstable gait, very limited speech, behavioural anomalies, epilepsy in some"
8820,SysID_0162,3p14.3,protein-coding,HESX1,"ID data freeze 388","HESX homeobox 1","chromatin, metabolism, nervous system development, RNA metabolism, transcription",0,,,,,,"Mendelian autosomal",recessive,7,"K, L1",0,1,"SEPTOOPTIC DYSPLASIA","SEPTOOPTIC DYSPLASIA",182230,0,"clinically heterogeneous disorder, optic nerve hypoplasia, pituitary gland hypoplasia, midline abnormalities of the brain, absence of the corpus callosum and septum pellucidum, hormone deficiencies, ID in single patients"
3141,SysID_0163,21q22.13,protein-coding,HLCS,"ID data freeze 388","holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)","chromatin, mitochondria",0,FBgn0037332,"Holocarboxylase synthetase","ensembl, manually curated",phenotype,phenotype,"Mendelian autosomal",recessive,8b,"C, M",0,1,"HOLOCARBOXYLASE SYNTHETASE DEFICIENCY","HOLOCARBOXYLASE SYNTHETASE DEFICIENCY",253270,0,"early onset, feeding and respiratory difficulties, vomiting, hypotonia, seizures, lethargy, and coma, developmental delay in ID in those with no or only partial response to treatment"
3198,SysID_0164,7p15.3,protein-coding,HOXA1,"ID data freeze 388","homeobox A1","metabolism, nervous system development, RNA metabolism, transcription",0,FBgn0002522,labial,"manually curated",phenotype,lethal,"Mendelian autosomal",recessive,5,"H, O, V",0,1,"ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME; ABDS","ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME",601536,0,"congenital horizontal gaze palsy, deafness, central hypoventilation; global developmental delay, seizures in some"
3242,SysID_0165,12q24.31,protein-coding,HPD,"ID data freeze 388","4-hydroxyphenylpyruvate dioxygenase",,0,FBgn0036992,,"ensembl, manually curated","phenotype, phenotype",-,"Mendelian autosomal",recessive,5,"H, M",1,1,"TYROSINEMIA, TYPE III",TYROSINEMIA,276710,0,"elevated levels of blood tyrosine, mild ID"
3242,SysID_0165,12q24.31,protein-coding,HPD,"ID data freeze 388","4-hydroxyphenylpyruvate dioxygenase",,0,FBgn0036992,,"ensembl, manually curated","phenotype, phenotype",-,"Mendelian autosomal",dominant,,,0,0,HAWKINSINURIA,HAWKINSINURIA,140350,0,"excretion of the hawkinsin metabolite in urine"
3251,SysID_0166,Xq26.1,protein-coding,HPRT1,"ID data freeze 388","hypoxanthine phosphoribosyltransferase 1","metabolism, nervous system development",0,,,,,,"Mendelian X-linked",recessive,2,"H, M, P",0,1,"LESCH-NYHAN SYNDROME; LNS","LESCH-NYHAN SYNDROME",300322,0,"neurologic dysfunction, cognitive and behavioral disturbances, uric acid overproduction, developmental delay during the first year of life, dystonia"
3251,SysID_0166,Xq26.1,protein-coding,HPRT1,"ID data freeze 388","hypoxanthine phosphoribosyltransferase 1","metabolism, nervous system development",0,,,,,,"Mendelian X-linked",recessive,,,0,0,"KELLEY-SEEGMILLER SYNDROME","KELLEY-SEEGMILLER SYNDROME",300323,0,"rest activity of HPRT"
3265,SysID_0167,11p15.5,protein-coding,HRAS,"ID data freeze 388","Harvey rat sarcoma viral oncogene homolog","actin, cell cycle, MAPK signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, small GTPase signaling, synapse, transcription, transporters, vesicle transport",0,FBgn0003205,"Ras oncogene at 85D","ensembl, manually curated","lethal, phenotype","phenotype, phenotype","Mendelian autosomal",dominant,1,"A, I, S, V",0,1,"COSTELLO SYNDROME","COSTELLO SYNDROME",218040,0,"severe postnatal feeding difficulties, short stature, developmental delay or ID, coarse facial features, curly or sparse, fine hair; loose, soft skin with deep palmar and plantar creases; papillomata of face and perianal region; diffuse hypotonia and joint laxity; tight Achilles tendons, and cardiac involvement including: cardiac hypertrophy, congenital heart defect, and arrhythmia; 15% lifetime risk for malignant tumors"
3265,SysID_0167,11p15.5,protein-coding,HRAS,"ID data freeze 388","Harvey rat sarcoma viral oncogene homolog","actin, cell cycle, MAPK signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, small GTPase signaling, synapse, transcription, transporters, vesicle transport",0,FBgn0003205,"Ras oncogene at 85D","ensembl, manually curated","lethal, phenotype","phenotype, phenotype",Somatic,N/A,7,"L1, S, T, U",0,1,"SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM","SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME",163200,0,"postzygotic somatic mutation, sebaceous nevi, often on the face, associated with variable ipsilateral abnormalities of the central nervous system, ocular anomalies, and skeletal defects"
3028,SysID_0168,Xp11.2,protein-coding,HSD17B10,"ID data freeze 388","hydroxysteroid (17-beta) dehydrogenase 10","mitochondria, RNA metabolism",0,FBgn0021765,scully,"ensembl, manually curated","lethal, phenotype","phenotype, phenotype","Mendelian X-linked",recessive,5,"H, M, P",1,1,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 10; MRXS10","MENTAL RETARDATION, X-LINKED, SYNDROMIC",300220,0,"mild ID, choreoathetosis, behavioural anomalies; one family with a silent mutation, but enzyme reduction to 60-70%"
3028,SysID_0168,Xp11.2,protein-coding,HSD17B10,"ID data freeze 388","hydroxysteroid (17-beta) dehydrogenase 10","mitochondria, RNA metabolism",0,FBgn0021765,scully,"ensembl, manually curated","lethal, phenotype","phenotype, phenotype","Mendelian X-linked","not sure",8b,"C, G, H, M",0,1,"17-BETA-HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY","17-BETA-HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY",300438,0,"Choreoathetosis, both psychomotor retardation (females) and/or neurodegeneration (males), brain atrophy; missense mutations"
3028,SysID_0168,Xp11.2,protein-coding,HSD17B10,"ID data freeze 388","hydroxysteroid (17-beta) dehydrogenase 10","mitochondria, RNA metabolism",0,FBgn0021765,scully,"ensembl, manually curated","lethal, phenotype","phenotype, phenotype","Mendelian X-linked","not sure",,,0,1,"MENTAL RETARDATION, X-LINKED 17; MRX17","MENTAL RETARDATION, X-LINKED",300705,0,"only microduplication, also containing another gene"
55636,SysID_0078,8q12.2,protein-coding,CHD7,"ID data freeze 388","chromodomain helicase DNA binding protein 7","chromatin, metabolism, nervous system development, RNA metabolism, transcription, transporters",0,FBgn0086902,kismet,"ensembl, manually curated","phenotype, phenotype","phenotype, lethal, lethal","Mendelian autosomal",dominant,4,"A, T, Uc, V, W, X",0,1,"CHARGE SYNDROME","CHARGE SYNDROME",214800,1,"coloboma, heart defects, choanal atresia, retarded growth and development, genital abnormalities, and ear anomalies"
55636,SysID_0078,8q12.2,protein-coding,CHD7,"ID data freeze 388","chromodomain helicase DNA binding protein 7","chromatin, metabolism, nervous system development, RNA metabolism, transcription, transporters",0,FBgn0086902,kismet,"ensembl, manually curated","phenotype, phenotype","phenotype, lethal, lethal","Mendelian autosomal",dominant,,,0,0,"HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA; HH5","HYPOGONADOTROPIC HYPOGONADISM WITH OR WITHOUT ANOSMIA",612370,1,-
1120,SysID_0408,22q13.33,protein-coding,CHKB,"ID data freeze 650","choline kinase beta",,0,FBgn0032955,,ensembl,,,"Mendelian autosomal",recessive,5,"M, Q",0,1,"MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE; MDCMC","MUSCULAR DYSTROPHY, CONGENITAL",602541,0,"early-onset muscle wasting, severe ID, mitochondrial structural abnormalities in muscle; in some patients: dilated cardiomyopathy and other cardiac anomalies"
3423,SysID_0169,Xq28,protein-coding,IDS,"ID data freeze 388","iduronate 2-sulfatase",,0,FBgn0035445,,"ensembl, manually curated","no phenotype, phenotype","no phenotype, no phenotype","Mendelian X-linked",recessive,8b,"A, C, F, G, M, P, Ub, V",0,1,"MUCOPOLYSACCHARIDOSIS TYPE II",MUCOPOLYSACCHARIDOSIS,309900,0,"mainly males affected, rarely symptoms in carrier females; variable; severe form: CNS involvement (progressive cognitive deterioration), progressive airway disease, cardiac disease; death in the first or second decade; attenuated form: normal intelligence; additional findings in both forms: short stature, macrocephaly with or without hydrocephalus, macroglossia, hoarse voice, conductive and sensorineural hearing loss, hepatomegaly and/or splenomegaly; dysostosis multiplex and joint contractures including ankylosis of the temporomandibular joint; spinal stenosis; and carpal tunnel syndrome"
3425,SysID_0170,4p16.3,protein-coding,IDUA,"ID data freeze 388","iduronidase, alpha-L-",,0,FBgn0032343,,"ensembl, manually curated","phenotype, phenotype","no phenotype, no phenotype","Mendelian autosomal",recessive,"5, 8b","A, C, G, M, T, Ub, V",0,1,"HURLER SYNDROME",MUCOPOLYSACCHARIDOSIS,607014,0,"severe form, progressive, coarse facial features, skeletal dysplasia (dysostosis multiplex) Hearing loss progressive and profound mental retardation"
3425,SysID_0170,4p16.3,protein-coding,IDUA,"ID data freeze 388","iduronidase, alpha-L-",,0,FBgn0032343,,"ensembl, manually curated","phenotype, phenotype","no phenotype, no phenotype","Mendelian autosomal",recessive,"5, 8b","A, C, G, M, T, Ub, V",0,1,"HURLER-SCHEIE SYNDROME",MUCOPOLYSACCHARIDOSIS,607015,0,"intermediate form"
3425,SysID_0170,4p16.3,protein-coding,IDUA,"ID data freeze 388","iduronidase, alpha-L-",,0,FBgn0032343,,"ensembl, manually curated","phenotype, phenotype","no phenotype, no phenotype","Mendelian autosomal",recessive,"5, 8a, 8b","A, C, G, M, T, Ub, V",0,1,"SCHEIE SYNDROME",MUCOPOLYSACCHARIDOSIS,607016,0,"ranging from death in the second to third decades to a normal life span complicated by significant disability from progressive joint manifestations. no neurologic involvement and normal psychomotor development in early childhood, but learning disabilities can be present. Clinical onset is usually between ages three and ten years. Hearing loss and cardiac valvular disease are common."
51124,SysID_0431,18q12,protein-coding,IER3IP1,"ID data freeze 650","immediate early response 3 interacting protein 1",,0,FBgn0052069,-,ensembl,,,"Mendelian autosomal",recessive,2,"B, C, E, H, K, L2",1,1,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS","MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",614231,0,"2 families, microcephaly with simplified gyration in MRI; infantile epileptic encephalopathy, infantile diabetes: all patients died mostly due to infections"
3479,SysID_0171,12q23.2,protein-coding,IGF1,"ID data freeze 388","insulin-like growth factor 1 (somatomedin C)","cell cycle, MAPK signaling, metabolism, nervous system development, protein transport, RNA metabolism, small GTPase signaling, transcription, transporters, vesicle transport",0,,,,,,"Mendelian autosomal",recessive,5,"A, K",1,1,"INSULIN-LIKE GROWTH FACTOR I DEFICIENCY","INSULIN-LIKE GROWTH FACTOR I DEFICIENCY",608747,0,"short stature, three patients with mild to severe ID"
8517,SysID_0172,Xq28,protein-coding,IKBKG,"ID data freeze 388","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma","MAPK signaling, metabolism, RNA metabolism, transcription",0,FBgn0041205,kenny,"manually curated","phenotype, phenotype","phenotype, lethal","Mendelian X-linked",dominant,8a,"S, T",0,1,"INCONTINENTIA PIGMENTI; IP","INCONTINENTIA PIGMENTI",308300,0,"affects the skin, hair, teeth, nails, eyes, and central nervous system, ID and neurological problems only in a few, peripheral neovascularization of the retina"
8517,SysID_0172,Xq28,protein-coding,IKBKG,"ID data freeze 388","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma","MAPK signaling, metabolism, RNA metabolism, transcription",0,FBgn0041205,kenny,"manually curated","phenotype, phenotype","phenotype, lethal","Mendelian X-linked",recessive,,,0,0,"ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH IMMUNE DEFICIENCY","ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH IMMUNE DEFICIENCY",300291,0,-
8517,SysID_0172,Xq28,protein-coding,IKBKG,"ID data freeze 388","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma","MAPK signaling, metabolism, RNA metabolism, transcription",0,FBgn0041205,kenny,"manually curated","phenotype, phenotype","phenotype, lethal","Mendelian X-linked",recessive,,,0,0,"IMMUNODEFICIENCY WITHOUT ANHIDROTIC ECTODERMAL DYSPLASIA","IMMUNODEFICIENCY WITHOUT ANHIDROTIC ECTODERMAL DYSPLASIA",300584,0,-
8517,SysID_0172,Xq28,protein-coding,IKBKG,"ID data freeze 388","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma","MAPK signaling, metabolism, RNA metabolism, transcription",0,FBgn0041205,kenny,"manually curated","phenotype, phenotype","phenotype, lethal","Mendelian X-linked",recessive,,,0,0,"ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH IMMUNODEFICIENCY, OSTEOPETROSIS, AND LYMPHEDEMA; OLEDAID","ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH IMMUNODEFICIENCY, OSTEOPETROSIS, AND LYMPHEDEMA",300301,0,-
8517,SysID_0172,Xq28,protein-coding,IKBKG,"ID data freeze 388","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma","MAPK signaling, metabolism, RNA metabolism, transcription",0,FBgn0041205,kenny,"manually curated","phenotype, phenotype","phenotype, lethal","Mendelian X-linked",recessive,,,0,0,"NVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2; IPD2","NVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED",300640,0,-
11141,SysID_0173,Xp22.1-p21.3,protein-coding,IL1RAPL1,"ID data freeze 388","interleukin 1 receptor accessory protein-like 1","ion transport, nervous system development, synapse, transporters, vesicle transport",0,,,,,,"Mendelian X-linked","not sure",6,(P),0,1,"MENTAL RETARDATION, X-LINKED 21; MRX21","MENTAL RETARDATION, X-LINKED",300143,0,"unspecific ID ranging from moderate ID to high-functioning autism, some females mildly affected"
56623,SysID_0174,9q34.3,protein-coding,INPP5E,"ID data freeze 388","inositol polyphosphate-5-phosphatase, 72 kDa",Cilia,0,FBgn0036273,,"ensembl, manually curated",phenotype,"no phenotype","Mendelian autosomal",recessive,5,"N, T, W",1,1,"MORM, MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS","MORM, MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS",610156,0,"1 family, moderate ID, obesity, retinal dystrophy, micropenis in males"
56623,SysID_0174,9q34.3,protein-coding,INPP5E,"ID data freeze 388","inositol polyphosphate-5-phosphatase, 72 kDa",Cilia,0,FBgn0036273,,"ensembl, manually curated",phenotype,"no phenotype","Mendelian autosomal",recessive,5,"H, L2, T, (W)",0,1,"JOUBERT SYNDROME; JBTS","JOUBERT SYNDROME",213300,0,"distinctive cerebellar and brainstem malformation, molar tooth sign, hypotonia, episodic hyperpnea or apnea, atypical eye movements, truncal ataxia, variable other anomalies, INPP5E: renal cysts only in 1 patient, no polydactyly, ID in all of 7 families, neurologic anomalies, retinal anomalies, molar tooth sign in all, no information on obesity"
23096,SysID_0175,Xp11.22,protein-coding,IQSEC2,"ID data freeze 388","IQ motif and Sec7 domain 2","actin, MAPK signaling, metabolism, small GTPase signaling, transporters, vesicle transport",1,FBgn0026179,schizo,"ensembl, manually curated","phenotype, phenotype","phenotype, no phenotype","Mendelian X-linked","not sure",5,"(B), E, P",0,1,"MENTAL RETARDATION, X-LINKED 1; MRX1","MENTAL RETARDATION, X-LINKED",309530,0,"males: moderate to profound ID; females: mild to severe ID; both: behavioural anomalies, autistic features, sleeping disorder, feeding difficulties, epilepsy, hypotonia, 2/34 short stature, 4/34 microcephaly, non-specific MRI anomalies"
729920,SysID_0491,7p21.2,protein-coding,ISPD,"ID data freeze 650","isoprenoid synthase domain containing","glycosylation, nervous system development",0,,,,,,"Mendelian autosomal",recessive,1,"C, L1, Q, T",0,1,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7; MDDGA7","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES)",614643,0,"severe phenotype, cobblestone lissencephaly, hydrocephalus, cerebellar hypoplasia, hypoplasia of the corpus callosum, microphthalmia, cataract, anterior chamber defects, glaucoma; hypotonia, increased serum creatine kinase; death within 2 years"
729920,SysID_0491,7p21.2,protein-coding,ISPD,"ID data freeze 650","isoprenoid synthase domain containing","glycosylation, nervous system development",0,,,,,,"Mendelian autosomal",recessive,,,0,0,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7; MDDGC7","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE)",616052,0,
83700,SysID_0439,11q25,protein-coding,JAM3,"ID data freeze 650","junctional adhesion molecule 3","actin, nervous system development",0,,,,,,"Mendelian autosomal",recessive,8b,"C, (E), H, L2, T, W",0,1,"HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS; HDBSCC","HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS",613730,0,"severe hemorrhagic destruction of the brain, subependymal calcification, congenital cataracts; renal anomalies, hepatomegaly and seizures in some patients, death in infancy, neurologic deterioration, white matter anomalies"
284058,SysID_0492,17q21.31,protein-coding,KANSL1,"ID data freeze 650","KAT8 regulatory NSL complex subunit 1",chromatin,0,FBgn0262527,waharan,ensembl,,,"Mendelian autosomal",dominant,5,H,1,1,"KOOLEN-DE VRIES SYNDROME; KDVS","KOOLEN-DE VRIES SYNDROME",610443,0,"characteristic faical gestalt, moderate ID, hypotonia; 1 of 4 patients with cleft palate and heart defect"
23522,SysID_0451,10q22.2,protein-coding,KAT6B,"ID data freeze 650","K(lysine) acetyltransferase 6B","chromatin, metabolism, RNA metabolism, transcription",0,FBgn0034975,"enoki mushroom",ensembl,,,"Mendelian autosomal",dominant,1,"K, T, U, V",0,1,"OHDO SYNDROME, SBBYS VARIANT; SBBYSS","OHDO SYNDROME",603736,0,"significant global developmental delay/ID, hypotonia, genital abnormalities in males, patellar hypoplasia/agenesis; congenital heart defects, dental anomalies, hearing loss, thyroid anomalies; joint stiffness, long thumbs/great toes, mask-like face, blepharophimosis/ptosis, lacrimal duct anomalies"
23522,SysID_0451,10q22.2,protein-coding,KAT6B,"ID data freeze 650","K(lysine) acetyltransferase 6B","chromatin, metabolism, RNA metabolism, transcription",0,FBgn0034975,"enoki mushroom",ensembl,,,"Mendelian autosomal",dominant,1,"B, K, L1, U, V, W",0,1,"GENITOPATELLAR SYNDROME; GTPTS","GENITOPATELLAR SYNDROME",606170,0,"significant global developmental delay/ID, hypotonia, genital abnormalities in males, patellar hypoplasia/agenesis; congenital heart defects, dental anomalies, hearing loss, thyroid anomalies; joint contractures, club feet, microphaly, agenesis of corpus callosum, renal cysts"
3767,SysID_0176,11p15.1,protein-coding,KCNJ11,"ID data freeze 388","potassium channel, inwardly rectifying subfamily J, member 11","ion transport, mitochondria, synapse, transporters",0,,,,,,"Mendelian autosomal",dominant,5,"E, H, M",0,1,"DIABETES MELLITUS, PERMANENT NEONATAL; PNDM","DIABETES MELLITUS, PERMANENT NEONATAL",606176,0,"intrauterine growth retardation; first months: hyperglycemia, glycosuria, osmotic polyuria, severe dehydration, failure to thrive. KCNJ11: 20% neurologic features, generalized epilepsy, marked delay of motor and social development: intermediate DEND syndrome: less severe developmental delay, no epilepsy; treatment with sulfonylureas"
3767,SysID_0176,11p15.1,protein-coding,KCNJ11,"ID data freeze 388","potassium channel, inwardly rectifying subfamily J, member 11","ion transport, mitochondria, synapse, transporters",0,,,,,,"Mendelian autosomal",dominant,,,0,0,"DIABETES MELLITUS, TRANSIENT NEONATAL, 3","DIABETES MELLITUS, TRANSIENT NEONATAL",610582,0,-
3767,SysID_0176,11p15.1,protein-coding,KCNJ11,"ID data freeze 388","potassium channel, inwardly rectifying subfamily J, member 11","ion transport, mitochondria, synapse, transporters",0,,,,,,"Mendelian autosomal",dominant,,,0,0,"HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 2; HHF2","HYPERINSULINEMIC HYPOGLYCEMIA",601820,0,-
51305,SysID_0177,8q24.3,protein-coding,KCNK9,"ID data freeze 388","potassium channel, two pore domain subfamily K, member 9","ion transport, synapse, transporters",0,FBgn0037690,"TWIK-related acid-sensitive K[+] channel 7","ensembl, manually curated","phenotype, phenotype","no phenotype, phenotype, no phenotype","Mendelian autosomal",dominant,2,"H, P, Q",1,1,"BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME","BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME",612292,0,"dysmorphisms, hypotonia, hyperactivity, dysphagia, moderate to severe ID in 1 family"
51305,SysID_0177,8q24.3,protein-coding,KCNK9,"ID data freeze 388","potassium channel, two pore domain subfamily K, member 9","ion transport, synapse, transporters",0,FBgn0038165,"TWIK-related acid-sensitive K[+] channel 6",ensembl,,,"Mendelian autosomal",dominant,2,"H, P, Q",1,1,"BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME","BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME",612292,0,"dysmorphisms, hypotonia, hyperactivity, dysphagia, moderate to severe ID in 1 family"
57582,SysID_0493,9q34.3,protein-coding,KCNT1,"ID data freeze 650","potassium channel, sodium activated subfamily T, member 1","ion transport, transporters",0,FBgn0261698,,ensembl,,,"Mendelian autosomal",dominant,2,"B, E, G, H, L2",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14; EIEE14","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",614959,0,"severe neurologic, onset in first 6 months, refractory focal seizures, arrest of psychomotor development with profound ID, unspecific MRI anomalies, microcephaly in some"
57582,SysID_0493,9q34.3,protein-coding,KCNT1,"ID data freeze 650","potassium channel, sodium activated subfamily T, member 1","ion transport, transporters",0,FBgn0261698,,ensembl,,,"Mendelian autosomal",dominant,5,"E, P",0,1,"EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5","EPILEPSY, NOCTURNAL FRONTAL LOBE",615005,0,"focal epilepsy syndrome, childhood onset of clusters of motor seizures during sleep; behavioral or psychiatric manifestations and/or ID in some patients"
154881,SysID_0494,7q11.21,protein-coding,KCTD7,"ID data freeze 650","potassium channel tetramerization domain containing 7",,0,FBgn0262937,"Rabaptin-5-associated exchange factor for Rab5 ortholog (H. sapiens)",ensembl,,,"Mendelian autosomal",recessive,8b,"E, G, H",0,1,"EPILEPSY, PROGRESSIVE MYOCLONIC 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS; EPM3","EPILEPSY, PROGRESSIVE MYOCLONIC",611726,0,"severe neurodegenerative, onset of intractable myoclonic seizures before age 2 years, developmental regression"
8242,SysID_0178,Xp11.22-p11.21,protein-coding,KDM5C,"ID data freeze 388","lysine (K)-specific demethylase 5C","chromatin, metabolism, RNA metabolism, transcription",0,FBgn0031759,"little imaginal discs","ensembl, manually curated","no phenotype, phenotype, phenotype","no phenotype, lethal, no phenotype","Mendelian X-linked",recessive,"5, 6","A, (B), E, H, P",0,1,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE; MRXSCJ","MENTAL RETARDATION, X-LINKED",300534,0,"dysmorphies, mild to severe ID, spasticity, epilepsy, aggressive behaviour, short stature. 9 affected males from 4 families: ID (100%), short stature (55%), hyperreflexia (78%), seizures (33%), aggressive behaviour (44%). The"
7403,SysID_0449,Xp11.2,protein-coding,KDM6A,"ID data freeze 650","lysine (K)-specific demethylase 6A","chromatin, nervous system development, Wnt signaling",0,FBgn0260749,,ensembl,,,"Mendelian X-linked","not sure",4,"A, B, Ua, V",1,1,"KABUKI SYNDROME 2; KABUK2","KABUKI SYNDROME",300867,0,"distinct facial gestalt, mild to severe ID, several malformations, short stature, microcephaly"
26128,SysID_0179,10q22.1,protein-coding,KIF1BP,"ID data freeze 388","KIF1 binding protein","mitochondria, nervous system development, transporters",0,FBgn0031659,,"ensembl, manually curated","phenotype, phenotype","no phenotype, phenotype","Mendelian autosomal",recessive,1,"B, L1, X",1,1,"GOLDBERG-SHPRINTZEN MEGACOLON SYNDROME","GOLDBERG-SHPRINTZEN MEGACOLON SYNDROME",609460,0,"1 family with mutation: Hirschsprung megacolon, polymicrogyria"
3832,SysID_0454,10q24.1,protein-coding,KIF11,"ID data freeze 650","kinesin family member 11","cell cycle, centrosome, microtubule",0,FBgn0004378,"Kinesin-like protein at 61F",ensembl,,,"Mendelian autosomal",dominant,5,"B, T",0,1,"MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION; MCLMR","MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION",152950,0,"microcephaly, lymphedema, eye anomalies, mild to moderate learning difficulties in most patients"
374654,SysID_0418,15q26.1,protein-coding,KIF7,"ID data freeze 650","kinesin family member 7","hedgehog signaling, microtubule",0,FBgn0000352,costa,ensembl,,,"Mendelian autosomal",recessive,4,"F, L1, Ua",0,1,"ACROCALLOSAL SYNDROME; ACLS","ACROCALLOSAL SYNDROME",200990,0,"lethality in one family, ID, brain malformations, facial dysmorphisms, limb malformations, macrocephaly"
374654,SysID_0418,15q26.1,protein-coding,KIF7,"ID data freeze 650","kinesin family member 7","hedgehog signaling, microtubule",0,FBgn0000352,costa,ensembl,,,"Mendelian autosomal",recessive,,,0,0,"HYDROLETHALUS SYNDROME 2; HLS2","HYDROLETHALUS SYNDROME",614120,0,"hydrocephaly or anencephaly, postaxial polydactyly of the upper limbs, pre- or postaxial polydactyly of the lower limbs"
