"Entrez id",SysID,"Chromosome location","Gene type","Gene symbol","Gene group","Gene description","Super go",Hpsd,"Flybase id","Gene name","Orthology determination","Wing phenotype overview","Neuronal phenotype overview","Inheritance pattern","Inheritance type","Main class ","Accompanying phenotype","Limited confidence criterion","Sysid yes no","Disease subtype","Disease type","Omim disease","Haploinsufficiency yes no","Clinical synopsis"
60386,,17q25.3,protein-coding,SLC25A19,"ID candidate genes","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19","mitochondria, transporters",0,FBgn0037852,"Thiamine pyrophosphate carrier protein 1",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4","THIAMINE METABOLISM DYSFUNCTION SYNDROME",613710,0,"acute encephalopathic episodes, progressive chronic polyneuropathy. All patients had normal early psychomotor development, plus 1 patient: encephalopathy during fever, neurological symptoms, alterations consciousness, moderate cognitive delay with 18 years, MRI anoamlies,, motor and sensor neuropathy"
60386,,17q25.3,protein-coding,SLC25A19,"ID candidate genes","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19","mitochondria, transporters",0,FBgn0035078,"Thiamine pyrophosphate carrier protein 2",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"MICROCEPHALY, AMISH TYPE; MCPHA","MICROCEPHALY, AMISH TYPE; MCPHA",607196,0,"microcephaly and early death. anterior and posterior fontanels are closed at birth and facial features are distorted. The average life span is between five and six months."
60386,,17q25.3,protein-coding,SLC25A19,"ID candidate genes","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19","mitochondria, transporters",0,FBgn0035078,"Thiamine pyrophosphate carrier protein 2",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4","THIAMINE METABOLISM DYSFUNCTION SYNDROME",613710,0,"acute encephalopathic episodes, progressive chronic polyneuropathy. All patients had normal early psychomotor development, plus 1 patient: encephalopathy during fever, neurological symptoms, alterations consciousness, moderate cognitive delay with 18 years, MRI anoamlies,, motor and sensor neuropathy"
8802,,2p11.2,protein-coding,SUCLG1,"ID candidate genes","succinate-CoA ligase, alpha subunit",mitochondria,1,FBgn0004888,"Succinyl coenzyme A synthetase alpha subunit",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9","MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9",245400,0,"severe phenotype with antenatal manifestations and severe lactic acidosis in the first day of life and death within 2 to 4 days"
8802,,2p11.2,protein-coding,SUCLG1,"ID candidate genes","succinate-CoA ligase, alpha subunit",mitochondria,1,FBgn0038708,-,ensembl,,,"Mendelian autosomal",recessive,,,0,0,"MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9","MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9",245400,0,"severe phenotype with antenatal manifestations and severe lactic acidosis in the first day of life and death within 2 to 4 days"
285362,,3p26.1,protein-coding,SUMF1,"ID candidate genes","sulfatase modifying factor 1",,0,FBgn0035102,-,ensembl,,,"Mendelian autosomal",recessive,,,0,0,"MULTIPLE SULFATASE DEFICIENCY; MSD","MULTIPLE SULFATASE DEFICIENCY; MSD",272200,0,"combines features of metachromatic leukodystrophy and of a mucopolysaccharidosis"
4591,,17q23.2,protein-coding,TRIM37,"ID candidate genes","tripartite motif containing 37","cell cycle, centrosome, metabolism, microtubule, peroxisome, RNA metabolism, transcription, ubiquitination",0,,,,,,"Mendelian autosomal",recessive,,,0,0,"MULIBREY NANISM","MULIBREY NANISM",253250,0,"mulibrey (MUscle, LIver, BRain, and EYes) nanism ('dwarfism'), of three siblings two with developmental delay, 1 other patient no ID"
7227,,8q24.12,protein-coding,TRPS1,"ID candidate genes","trichorhinophalangeal syndrome I","chromatin, metabolism, protein transport, RNA metabolism, transcription, transporters",0,,,,,,"Mendelian autosomal",dominant,,,0,0,"TRICHORHINOPHALANGEAL SYNDROME, TYPE I; TRPS1","TRICHORHINOPHALANGEAL SYNDROME",190350,0,"Face, short stature, sparse hair. ID only with larger deletions"
7227,,8q24.12,protein-coding,TRPS1,"ID candidate genes","trichorhinophalangeal syndrome I","chromatin, metabolism, protein transport, RNA metabolism, transcription, transporters",0,,,,,,"Mendelian autosomal",dominant,,,0,0,"TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3","TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3",190351,0,"Face, short stature, sparse hair. ID only with larger deletions"
7466,,4p16.1,protein-coding,WFS1,"ID candidate genes","Wolfram syndrome 1 (wolframin)","ion transport, metabolism, protein transport, RNA metabolism, transcription, transporters, ubiquitination",1,FBgn0039003,"wolfram syndrome 1",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"WOLFRAM SYNDROME 1; WFS1","WOLFRAM SYNDROME",222300,0,"neurodegenerative disease characterized by diabetes mellitus, optic atrophy, diabetes insipidus, and deafness"
7466,,4p16.1,protein-coding,WFS1,"ID candidate genes","Wolfram syndrome 1 (wolframin)","ion transport, metabolism, protein transport, RNA metabolism, transcription, transporters, ubiquitination",1,FBgn0039003,"wolfram syndrome 1",ensembl,,,"Mendelian autosomal",dominant,,,0,0,"WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL","WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL",614296,0,
7466,,4p16.1,protein-coding,WFS1,"ID candidate genes","Wolfram syndrome 1 (wolframin)","ion transport, metabolism, protein transport, RNA metabolism, transcription, transporters, ubiquitination",1,FBgn0039003,"wolfram syndrome 1",ensembl,,,"Mendelian autosomal",dominant,,,0,0,"DEAFNESS, AUTOSOMAL DOMINANT 6; DFNA6","DEAFNESS, AUTOSOMAL DOMINANT",600965,0,
1340,,19q13.1,protein-coding,COX6B1,"ID candidate genes","cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)","mitochondria, nervous system development, transporters",1,FBgn0031066,"Cytochrome c oxidase subunit 6B",ensembl,,,"Mendelian autosomal",recessive,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,0,"normal development, then progressive neurologic symptoms and decline"
182,,20p12.1-p11.23,protein-coding,JAG1,"ID candidate genes","jagged 1","metabolism, nervous system development, RNA metabolism, transcription",0,FBgn0004197,Serrate,ensembl,,,"Mendelian autosomal",dominant,,,0,0,"ALAGILLE SYNDROME 1; ALGS1","ALAGILLE SYNDROME",118450,0,"heart defect, paucity of intrahepatic bile ducts, skeletal anomalies, ocular abnormalities"
2697,,6q22.31,protein-coding,GJA1,"ID candidate genes","gap junction protein, alpha 1, 43kDa","cardiac muscle contraction, ion transport, metabolism, mitochondria, nervous system development, transporters",1,,,,,,"Mendelian autosomal","not sure",,,0,0,"ATRIOVENTRICULAR SEPTAL DEFECT 3; AVSD3","ATRIOVENTRICULAR SEPTAL DEFECT",600309,0,
2697,,6q22.31,protein-coding,GJA1,"ID candidate genes","gap junction protein, alpha 1, 43kDa","cardiac muscle contraction, ion transport, metabolism, mitochondria, nervous system development, transporters",1,,,,,,"Mendelian autosomal",recessive,,,0,0,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR","CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR",218400,0,"hyperostosis and sclerosis of the craniofacial bones associated with abnormal modeling of the metaphyses, ID only mentioned in a patient without mutation testing"
2697,,6q22.31,protein-coding,GJA1,"ID candidate genes","gap junction protein, alpha 1, 43kDa","cardiac muscle contraction, ion transport, metabolism, mitochondria, nervous system development, transporters",1,,,,,,"Mendelian autosomal","not sure",,,0,0,"HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1","HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1",241550,0,
2697,,6q22.31,protein-coding,GJA1,"ID candidate genes","gap junction protein, alpha 1, 43kDa","cardiac muscle contraction, ion transport, metabolism, mitochondria, nervous system development, transporters",1,,,,,,"Mendelian autosomal",dominant,,,0,0,"OCULODENTODIGITAL DYSPLASIA; ODDD","OCULODENTODIGITAL DYSPLASIA; ODDD",164200,0,
2697,,6q22.31,protein-coding,GJA1,"ID candidate genes","gap junction protein, alpha 1, 43kDa","cardiac muscle contraction, ion transport, metabolism, mitochondria, nervous system development, transporters",1,,,,,,"Mendelian autosomal",recessive,,,0,0,"OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE","OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE",257850,0,
2697,,6q22.31,protein-coding,GJA1,"ID candidate genes","gap junction protein, alpha 1, 43kDa","cardiac muscle contraction, ion transport, metabolism, mitochondria, nervous system development, transporters",1,,,,,,"Mendelian autosomal",dominant,,,0,0,"SYNDACTYLY, TYPE III",SYNDACTYLY,186100,0,
3748,,19q13.33,protein-coding,KCNC3,"ID candidate genes","potassium channel, voltage gated Shaw related subfamily C, member 3","ion transport, synapse, transporters",0,FBgn0003386,"Shaker cognate w",ensembl,,,"Mendelian autosomal",dominant,,,0,0,"SPINOCEREBELLAR ATAXIA 13; SCA13","SPINOCEREBELLAR ATAXIA ",605259,0,"several families: ID in 1 of 2 families;   infantile onset with delayed gross and/or fine motor milestones, tremor, seizures, cognitive impairment, gait and/or appendicular ataxia, and dysarthria. MRI: cerebellar hypoplasia, non-progressive, lifetime improvement in motor and cognitive function"
3748,,19q13.33,protein-coding,KCNC3,"ID candidate genes","potassium channel, voltage gated Shaw related subfamily C, member 3","ion transport, synapse, transporters",0,FBgn0085395,Shaw-like,ensembl,,,"Mendelian autosomal",dominant,,,0,0,"SPINOCEREBELLAR ATAXIA 13; SCA13","SPINOCEREBELLAR ATAXIA ",605259,0,"several families: ID in 1 of 2 families;   infantile onset with delayed gross and/or fine motor milestones, tremor, seizures, cognitive impairment, gait and/or appendicular ataxia, and dysarthria. MRI: cerebellar hypoplasia, non-progressive, lifetime improvement in motor and cognitive function"
23636,,19q13.33,protein-coding,NUP62,"ID candidate genes","nucleoporin 62kDa","cell cycle, chromatin, MAPK signaling, metabolism, microtubule, RNA metabolism, small GTPase signaling, transcription, transporters",0,FBgn0034118,"Nucleoporin 62kD",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"STRIATONIGRAL DEGENERATION, INFANTILE; SNDI","STRIATONIGRAL DEGENERATION, INFANTILE; SNDI",271930,0,"developmental arrest beginning at the age of 7 to 15 months, choreoathetosis, and dysphagia"
6683,,2p24-p21,protein-coding,SPAST,"ID candidate genes",spastin,"cell cycle, centrosome, microtubule, nervous system development, transporters, vesicle transport",0,FBgn0039141,spastin,ensembl,,,"Mendelian autosomal",dominant,,,0,0,"SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT; SPG4","SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT",182601,0,"progressive bilateral lower-limb spasticity, Onset is mostly in young adulthood; subtle cognitive impairment with possible late onset; plus 2 patients with ASD; enriched for de novo, likely gene-disrupting variants in NDD/ID/ASD cohorts"
6505,,9p24,protein-coding,SLC1A1,"ID candidate genes","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1","synapse, transporters",0,FBgn0026439,"Excitatory amino acid transporter 1",ensembl,,,"Mendelian autosomal",dominant,,,0,0,"SCHIZOPHRENIA 18; SCZD18","SCHIZOPHRENIA 18; SCZD18",615232,0,"homozygous nonsense variant in a patient with autism"
6505,,9p24,protein-coding,SLC1A1,"ID candidate genes","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1","synapse, transporters",0,FBgn0026439,"Excitatory amino acid transporter 1",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"dicarboxylic aminoaciduria","dicarboxylic aminoaciduria",,0,"2 families, no with ID"
55775,,14q32.11,protein-coding,TDP1,"ID candidate genes","tyrosyl-DNA phosphodiesterase 1","DNA repair",0,FBgn0260817,glaikit,ensembl,,,"Mendelian autosomal",recessive,,,0,0,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY; SCAN1","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY",607250,0,"ataxia, intellect normal"
2348,,11q13.3-q14.1,protein-coding,FOLR1,"ID candidate genes","folate receptor 1 (adult)","transporters, vesicle transport",0,,,,,,"Mendelian autosomal",recessive,,,0,0,"NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY","NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY",613068,0,"late infancy with severe developmental regression, movement disturbances, epilepsy, and leukodystrophy, folinic acid therapy"
8888,,21q22.3,protein-coding,MCM3AP,"ID candidate genes","minichromosome maintenance complex component 3 associated protein","protein transport, transporters",0,FBgn0028974,xmas-2,ensembl,,,"Mendelian autosomal",recessive,5,H,0,1,"PERIPHERAL NEUROPATHY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; PNRIID","PERIPHERAL NEUROPATHY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT",618124,0,"1 family with 2 affected: mild ID; 9 affected from 5 families: childhood onset neuropathy, mild to moderate ID in 7/9"
11122,,20q12-q13,protein-coding,PTPRT,"ID candidate genes","protein tyrosine phosphatase, receptor type, T",,0,,,,,,"Mendelian autosomal",recessive,,,0,1,ID,ID,,0,"3 affected from 1 family: severe ID; plus 1 patient: ID, microcephaly, hypotonia, pectus excavatum"
84436,,19q13,protein-coding,ZNF528,"ID candidate genes","zinc finger protein 528","metabolism, RNA metabolism, transcription",0,,,,,,"Mendelian autosomal",recessive,,,0,1,ID,ID,,0,"mild ID, eye movement disorder"
131377,,3p22.1,protein-coding,KLHL40,"ID candidate genes","kelch-like family member 40",,0,,,,,,"Mendelian autosomal",recessive,,,0,0,"NEMALINE MYOPATHY 8; NEM8","NEMALINE MYOPATHY",615348,0,"fetal akinesia or hypokinesia, most patients die in infancy."
6748,,Xq28,protein-coding,SSR4,"ID candidate genes","signal sequence receptor, delta","protein transport, transporters",0,FBgn0021795,"Translocon-associated protein delta",ensembl,,,"Mendelian X-linked","not sure",,,0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy; CDG1Y","CONGENITAL DISORDER OF GLYCOSYLATION",300934,0,"microcephaly, developed intellectual disability, gastroesophageal reflux and a seizure disorder"
201595,,3p23,protein-coding,STT3B,"ID candidate genes","STT3B, subunit of the oligosaccharyltransferase complex (catalytic)",glycosylation,0,FBgn0011336,"Oligosaccharyl transferase 3",ensembl,,,"Mendelian autosomal",recessive,,,0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix; CDG1X","CONGENITAL DISORDER OF GLYCOSYLATION",615597,0,"severely delayed psychomotor development with microcephaly, hypotonia, seizures, and optic atrophy, and died at age 4 years"
84902,,19q13.11,protein-coding,CEP89,"ID candidate genes","centrosomal protein 89kDa","centrosome, Cilia, microtubule, mitochondria",0,,,,,,"Mendelian autosomal",recessive,,,1,0,"complex IV deficiency","complex IV deficiency",,0,"isolated complex IV deficiency, intellectual disability and multisystemic problems"
92482,,10q25.2,protein-coding,BBIP1,"ID candidate genes","BBSome interacting protein 1","Cilia, transporters",0,,,,,,"Mendelian autosomal",recessive,,,0,1,"BARDET-BIEDL SYNDROME 18; BBS18","BARDET-BIEDL SYNDROME",615995,0,"1 patient: retinitis pigmentosa, obesity, kidney failure, cognitive disability"
90624,,5q23.3,protein-coding,LYRM7,"ID candidate genes","LYR motif containing 7",mitochondria,0,FBgn0083986,-,ensembl,,,"Mendelian autosomal",recessive,,,0,1,encephalopathy,encephalopathy,,0,"early onset, severe encephalopathy, lactic acidosis and profound, isolated cIII deficiency in skeletal muscle"
6341,,17p13.1,protein-coding,SCO1,"ID candidate genes","SCO1 cytochrome c oxidase assembly protein","ion transport, mitochondria, transporters",0,,,,,,"Mendelian autosomal",recessive,,,0,0,"HEPATIC FAILURE, EARLY-ONSET, AND NEUROLOGIC DISORDER DUE TO CYTOCHROME c OXIDASE DEFICIENCY","HEPATIC FAILURE, EARLY-ONSET, AND NEUROLOGIC DISORDER DUE TO CYTOCHROME c OXIDASE DEFICIENCY",603644,0,"severe neurologic disorder from birth and metabolic acidosis. One patient died at age 2 months; a second at the age of 5 days"
84987,,12q13.12,protein-coding,COX14,"ID candidate genes","COX14 cytochrome c oxidase assembly factor",mitochondria,0,,,,,,"Mendelian autosomal",recessive,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,0,"fatal neonatal lactic acidosis"
29899,,1p13.3,protein-coding,GPSM2,"ID candidate genes","G-protein signaling modulator 2","cell cycle, microtubule, small GTPase signaling",0,FBgn0040080,"partner of inscuteable",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"CHUDLEY-MCCULLOUGH SYNDROME; CMCS","CHUDLEY-MCCULLOUGH SYNDROME; CMCS",604213,0,"early-onset sensorineural deafness and specific brain anomalies on MRI,  Some patients have hydrocephalus. Psychomotor development is normal"
80776,,19q13.2,protein-coding,B9D2,"ID candidate genes","B9 protein domain 2","cell cycle, centrosome, Cilia, microtubule",0,FBgn0261683,B9d2,ensembl,,,"Mendelian autosomal",recessive,,,0,0,"MECKEL SYNDROME, TYPE 10; MKS10","MECKEL SYNDROME",614175,0,"occipital encephalocele, postaxial polydactyly, , renal cysts, and hepatic ductal plate malformations"
54902,,17p12,protein-coding,TTC19,"ID candidate genes","tetratricopeptide repeat domain 19","cell cycle, centrosome, microtubule, mitochondria",0,FBgn0032744,"Tetratricopeptide repeat domain 19",ensembl,,,"Mendelian autosomal",recessive,,,0,0,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2; MC3DN2","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR",615157,0,"progressive encephalopathy, slowly progressive neurodegenerative disorder with onset in late infancy."
23325,,12q24.11,protein-coding,KIAA1033,"ID candidate genes",KIAA1033,transporters,1,FBgn0030739,-,ensembl,,,"Mendelian autosomal",recessive,,,0,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43; MRT43","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",615817,0,"missense mutation in 1 family with moderate to severe ID/DD (IQ 35–50). poor language skills and poor adaptive skills. short stature (third centile), with normal head circumference; plus 1 family with VUS and 2 affected with ID, SGA, hypotonia, microcephaly"
50944,,19q13.3,protein-coding,SHANK1,"ID candidate genes","SH3 and multiple ankyrin repeat domains 1","actin, glutamate receptor signaling, ion transport, nervous system development, synapse, transporters",1,,,,,,"Mendelian autosomal",dominant,,,0,1,"autism spectrum disorder","autism spectrum disorder",,0,"deletions: autism spectrum disorder; 2 de novo variants in ASD, 1 with moderate ID"
10329,,12q14.2,protein-coding,TMEM5,"ID candidate genes","transmembrane protein 5",,0,,,,,,"Mendelian autosomal",recessive,,,0,0,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10; MDDGA10","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES)",615041,0,"severe cobblestone lissencephaly, plus frequently with gonadal dysgenesis and neural tube defects"
7143,,1q24,protein-coding,TNR,"ID candidate genes","tenascin R","nervous system development, synapse",1,,,,,,"Mendelian autosomal",recessive,,,0,1,ID,ID,,0,ID
25820,,15q24,protein-coding,ARIH1,"ID candidate genes","ariadne RBR E3 ubiquitin protein ligase 1",ubiquitination,0,FBgn0017418,"ariadne 1",ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
25820,,15q24,protein-coding,ARIH1,"ID candidate genes","ariadne RBR E3 ubiquitin protein ligase 1",ubiquitination,0,FBgn0036082,-,ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
10492,,6q14-q15,protein-coding,SYNCRIP,"ID candidate genes","synaptotagmin binding, cytoplasmic RNA interacting protein","metabolism, RNA metabolism",1,FBgn0038826,Syncrip,ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"1 patient: severe ID; plus 2 missense variants in autism"
2889,,9q34.3,protein-coding,RAPGEF1,"ID candidate genes","Rap guanine nucleotide exchange factor (GEF) 1","MAPK signaling, metabolism, nervous system development, response to growth factor, small GTPase signaling",0,FBgn0259228,"C3G ortholog (H. sapiens)",ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
5688,,20q13.33,protein-coding,PSMA7,"ID candidate genes","proteasome (prosome, macropain) subunit, alpha type, 7","cell cycle, metabolism, RNA metabolism, ubiquitination",0,FBgn0004066,"Proteasome alpha4 subunit",ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
5688,,20q13.33,protein-coding,PSMA7,"ID candidate genes","proteasome (prosome, macropain) subunit, alpha type, 7","cell cycle, metabolism, RNA metabolism, ubiquitination",0,FBgn0017557,,ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
5688,,20q13.33,protein-coding,PSMA7,"ID candidate genes","proteasome (prosome, macropain) subunit, alpha type, 7","cell cycle, metabolism, RNA metabolism, ubiquitination",0,FBgn0017556,"Proteasome alpha4 subunit, Testis-specific 2",ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
818,,10q22,protein-coding,CAMK2G,"ID candidate genes","calcium/calmodulin-dependent protein kinase II gamma","cell cycle, ion transport, nervous system development, synapse, transporters",1,,,,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"1 patient with severe ID plus 1 patient with ID and identical mutation"
4035,,12q13.3,protein-coding,LRP1,"ID candidate genes","low density lipoprotein receptor-related protein 1","actin, metabolism, transporters, vesicle transport, Wnt signaling",1,,,,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
57534,,18q11.2,protein-coding,MIB1,"ID candidate genes","mindbomb E3 ubiquitin protein ligase 1","centrosome, microtubule, nervous system development, synapse, transporters, vesicle transport",0,FBgn0263601,"mind bomb 1",ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
221692,,6p24.1,protein-coding,PHACTR1,"ID candidate genes","phosphatase and actin regulator 1","actin, synapse",1,,,,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"1 patient: severe ID; 2 patients: ID and epilepsy; gene tolerant towards missense and lof variants according to ExAC"
283571,,14q24.3,protein-coding,PROX2,"ID candidate genes","prospero homeobox 2","metabolism, RNA metabolism, transcription",0,FBgn0004595,prospero,ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
30000,,19p13.2,protein-coding,TNPO2,"ID candidate genes","transportin 2","protein transport, small GTPase signaling, transporters",0,FBgn0024921,Transportin,ensembl,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"1 patient with severe ID plus gene enriched for de novo missense variants in NDD/ID/ASD cohorts"
30000,,19p13.2,protein-coding,TNPO2,"ID candidate genes","transportin 2","protein transport, small GTPase signaling, transporters",0,FBgn0035693,-,ensembl,,,"Mendelian autosomal",dominant,,,0,1,"Developmental Disorder","Developmental Disorder",,0,"1 patient with severe ID plus gene enriched for de novo missense variants in NDD/ID/ASD cohorts"
4520,,1p33,protein-coding,MTF1,"ID candidate genes","metal-regulatory transcription factor 1","metabolism, RNA metabolism, transcription",0,FBgn0040305,"Metal response element-binding Transcription Factor-1",ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
9204,,1p34.2,protein-coding,ZMYM6,"ID candidate genes","zinc finger, MYM-type 6",,0,FBgn0010328,"without children",ensembl,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
148103,,19q13.11,protein-coding,ZNF599,"ID candidate genes","zinc finger protein 599","metabolism, RNA metabolism, transcription",0,,,,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
128859,,20q11.21,protein-coding,BPIFB6,"ID candidate genes","BPI fold containing family B, member 6",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
5222,,11q13,protein-coding,PGA5,"ID candidate genes","pepsinogen 5, group I (pepsinogen A)",,0,,,,,,"Mendelian autosomal",dominant,,,0,1,ID,ID,,0,"severe ID"
7053,,20q11.2,protein-coding,TGM3,"ID candidate genes","transglutaminase 3",,0,,,,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
4640,,12q13-q14,protein-coding,MYO1A,"ID candidate genes","myosin IA",actin,0,FBgn0039157,"Myosin 95E",ensembl,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
4640,,12q13-q14,protein-coding,MYO1A,"ID candidate genes","myosin IA",actin,0,FBgn0039157,"Myosin 95E",ensembl,,,"Mendelian autosomal",dominant,,,0,0,"DEAFNESS, AUTOSOMAL DOMINANT 48; DFNA48","DEAFNESS, AUTOSOMAL DOMINANT",607841,0,deafness
124274,,16p12.3,protein-coding,GPR139,"ID candidate genes","G protein-coupled receptor 139",,0,,,,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
5333,,3p22-p21.3,protein-coding,PLCD1,"ID candidate genes","phospholipase C, delta 1",,1,,,,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
5333,,3p22-p21.3,protein-coding,PLCD1,"ID candidate genes","phospholipase C, delta 1",,1,,,,,,"Mendelian autosomal",recessive,,,0,0,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 3; NDNC3","NAIL DISORDER, NONSYNDROMIC CONGENITAL",151600,0,
138474,,9p21.1,protein-coding,TAF1L,"ID candidate genes","TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like","cell cycle, chromatin, metabolism, RNA metabolism, transcription",0,FBgn0010355,"TBP-associated factor 1",ensembl,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
84516,,16p12.2,protein-coding,DCTN5,"ID candidate genes","dynactin 5 (p25)","centrosome, microtubule",0,FBgn0040228,"Dynactin 5, p25 subunit",ensembl,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
64924,,5q12.1,protein-coding,SLC30A5,"ID candidate genes","solute carrier family 30 (zinc transporter), member 5","ion transport, transporters",0,,,,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
7850,,2q12,protein-coding,IL1R2,"ID candidate genes","interleukin 1 receptor, type II",,0,,,,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
2051,,7q33-q35,protein-coding,EPHB6,"ID candidate genes","EPH receptor B6",transporters,0,,,,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
55843,,2q22.2-q22.3,protein-coding,ARHGAP15,"ID candidate genes","Rho GTPase activating protein 15","MAPK signaling, metabolism, small GTPase signaling",0,,,,,,"Mendelian autosomal",dominant,,,0,0,autism,autism,,0,autism
